1.四则运算题目1    1 - 1 = 
3477.四则运算题目3477    4 * 4 * 6 = 
3478.四则运算题目3478    5 + 8 - 3 = 
3479.四则运算题目3479    0 + 5 / 4 = 
3480.四则运算题目3480    9 - 2 / 2 / 2 = 
3481.四则运算题目3481    1 - 0 / 3 * 1 = 
3482.四则运算题目3482    1 - 5 / 9 + 1 = 
3483.四则运算题目3483    2 * 2 * 6 + 6 = 
3484.四则运算题目3484    1 / 7 + 1 / 5 = 
3485.四则运算题目3485    7 - 7 / 9 * 7 = 
3486.四则运算题目3486    4 / 5 - 4 / 6 = 
3487.四则运算题目3487    9 + 8 / 5 - 9 = 
3488.四则运算题目3488    5 + 5 + 2 / 5 = 
3489.四则运算题目3489    9 - 2 / 9 - 8 = 
3490.四则运算题目3490    6 * 5 - 5 - 6 = 
3491.四则运算题目3491    7 - 3 * 3 / 7 = 
3492.四则运算题目3492    5 + 5 + 8 - 5 = 
3493.四则运算题目3493    4 + 4 + 6 - 4 = 
3494.四则运算题目3494    1 + 8 - 1 + 1 = 
3495.四则运算题目3495    7 * 6 - 6 - 6 = 
3496.四则运算题目3496    3 + 4 - 4 = 
3497.四则运算题目3497    7 + 0 / 7 + 7 = 
3498.四则运算题目3498    5 * 1 / 2 = 
3499.四则运算题目3499    3 + 3 + 7 / 3 = 
3500.四则运算题目3500    6 / 3 - 0 * 3 = 
3501.四则运算题目3501    9 * 9 * 1 + 9 = 
3502.四则运算题目3502    5 / 9 - 5 / 9 = 
3503.四则运算题目3503    6 + 9 - 9 - 2 = 
3504.四则运算题目3504    3 - 3 / 7 = 
3505.四则运算题目3505    7 - 4 + 7 - 5 = 
3506.四则运算题目3506    6 - 9 / 6 = 
3507.四则运算题目3507    8 * 6 + 3 - 3 = 
3508.四则运算题目3508    6 + 6 / 7 - 6 = 
3509.四则运算题目3509    7 * 8 / 1 + 8 = 
3510.四则运算题目3510    6 / 4 * 6 = 
3511.四则运算题目3511    1 + 7 * 1 + 6 = 
3512.四则运算题目3512    9 + 5 * 9 + 4 = 
3513.四则运算题目3513    4 + 8 - 5 / 4 = 
3514.四则运算题目3514    6 + 0 / 8 = 
3515.四则运算题目3515    1 + 8 * 8 = 
3516.四则运算题目3516    4 + 4 + 6 * 3 = 
3517.四则运算题目3517    5 / 3 + 3 + 3 = 
3518.四则运算题目3518    0 * 4 + 8 / 8 = 
3519.四则运算题目3519    5 * 4 - 4 - 5 = 
3520.四则运算题目3520    3 * 9 / 8 = 
3521.四则运算题目3521    3 / 9 + 3 = 
3522.四则运算题目3522    1 - 1 + 5 * 7 = 
3523.四则运算题目3523    1 * 2 + 7 - 7 = 
3524.四则运算题目3524    8 * 8 * 7 + 7 = 
3525.四则运算题目3525    4 / 7 * 4 / 7 = 
3526.四则运算题目3526    2 / 8 + 8 + 8 = 
3527.四则运算题目3527    8 + 5 / 2 = 
3528.四则运算题目3528    4 / 4 + 7 - 4 = 
3529.四则运算题目3529    5 - 4 * 4 * 0 = 
3530.四则运算题目3530    7 / 8 + 7 / 2 = 
3531.四则运算题目3531    5 / 9 + 5 = 
3532.四则运算题目3532    4 / 7 + 1 = 
3533.四则运算题目3533    6 / 6 / 3 + 9 = 
3534.四则运算题目3534    3 + 1 - 3 + 6 = 
3535.四则运算题目3535    6 + 4 * 3 / 1 = 
3536.四则运算题目3536    1 + 9 - 1 + 5 = 
3537.四则运算题目3537    9 * 5 / 6 + 9 = 
3538.四则运算题目3538    3 - 1 / 4 + 1 = 
3539.四则运算题目3539    5 / 5 / 6 * 9 = 
3540.四则运算题目3540    6 - 6 * 2 / 7 = 
3541.四则运算题目3541    8 * 8 * 3 + 1 = 
3542.四则运算题目3542    4 * 9 + 4 * 0 = 
3543.四则运算题目3543    4 / 4 / 6 * 8 = 
3544.四则运算题目3544    4 + 6 * 9 = 
3545.四则运算题目3545    6 + 1 / 6 + 8 = 
3546.四则运算题目3546    2 / 6 - 2 / 7 = 
3547.四则运算题目3547    1 - 2 / 6 + 9 = 
3548.四则运算题目3548    7 - 6 + 6 + 6 = 
3549.四则运算题目3549    1 / 2 * 1 / 6 = 
3550.四则运算题目3550    8 + 4 * 8 + 0 = 
3551.四则运算题目3551    1 + 2 - 2 = 
3552.四则运算题目3552    2 / 9 + 5 = 
3553.四则运算题目3553    5 / 8 + 8 + 8 = 
3554.四则运算题目3554    1 / 3 + 1 = 
3555.四则运算题目3555    2 + 3 / 2 = 
3556.四则运算题目3556    3 + 9 * 9 * 2 = 
3557.四则运算题目3557    3 + 0 - 3 + 9 = 
3558.四则运算题目3558    6 - 2 + 2 + 7 = 
3559.四则运算题目3559    6 + 6 + 3 - 9 = 
3560.四则运算题目3560    9 * 9 * 9 + 2 = 
3561.四则运算题目3561    2 + 8 * 1 - 8 = 
3562.四则运算题目3562    6 + 8 / 8 / 7 = 
3563.四则运算题目3563    2 + 0 * 2 + 2 = 
3564.四则运算题目3564    2 + 7 / 2 + 7 = 
3565.四则运算题目3565    8 + 7 - 8 + 7 = 
3566.四则运算题目3566    9 / 5 - 1 = 
3567.四则运算题目3567    7 / 7 / 7 / 1 = 
3568.四则运算题目3568    7 + 7 + 9 / 7 = 
3569.四则运算题目3569    7 / 8 + 8 = 
3570.四则运算题目3570    4 / 3 * 5 + 5 = 
3571.四则运算题目3571    3 + 1 - 3 + 1 = 
3572.四则运算题目3572    9 - 2 + 6 * 6 = 
3573.四则运算题目3573    8 / 5 + 8 - 8 = 
3574.四则运算题目3574    6 * 5 - 1 + 6 = 
3575.四则运算题目3575    0 + 0 + 2 - 2 = 
3576.四则运算题目3576    8 - 7 / 7 = 
3577.四则运算题目3577    5 - 1 + 1 + 1 = 
3578.四则运算题目3578    3 + 8 - 3 + 8 = 
3579.四则运算题目3579    4 * 5 + 5 + 0 = 
3580.四则运算题目3580    6 + 8 / 1 * 8 = 
3581.四则运算题目3581    2 + 2 + 5 / 2 = 
3582.四则运算题目3582    8 * 8 * 4 - 9 = 
3583.四则运算题目3583    5 - 4 + 5 - 4 = 
3584.四则运算题目3584    6 * 1 / 7 + 7 = 
3585.四则运算题目3585    9 * 3 + 9 * 3 = 
3586.四则运算题目3586    4 + 4 * 6 - 4 = 
3587.四则运算题目3587    3 / 1 - 3 / 1 = 
3588.四则运算题目3588    7 * 9 + 7 * 7 = 
3589.四则运算题目3589    1 + 4 * 1 - 4 = 
3590.四则运算题目3590    3 - 8 / 6 + 3 = 
3591.四则运算题目3591    6 / 9 - 6 / 9 = 
3592.四则运算题目3592    5 + 4 / 5 + 4 = 
3593.四则运算题目3593    5 * 7 + 9 - 5 = 
3594.四则运算题目3594    7 + 7 - 7 / 7 = 
3595.四则运算题目3595    2 + 1 / 2 + 2 = 
3596.四则运算题目3596    2 + 2 + 5 * 5 = 
3597.四则运算题目3597    0 / 8 + 0 * 0 = 
3598.四则运算题目3598    5 - 4 + 2 / 4 = 
3599.四则运算题目3599    7 * 6 - 4 / 7 = 
3600.四则运算题目3600    9 + 8 - 7 = 
3601.四则运算题目3601    2 - 8 / 6 = 
3602.四则运算题目3602    2 / 1 * 9 - 9 = 
3603.四则运算题目3603    9 - 2 * 4 / 4 = 
3604.四则运算题目3604    8 - 1 + 9 * 8 = 
3605.四则运算题目3605    8 * 7 - 8 * 7 = 
3606.四则运算题目3606    6 + 8 / 8 / 6 = 
3607.四则运算题目3607    8 - 2 / 7 = 
3608.四则运算题目3608    3 + 3 / 3 / 8 = 
3609.四则运算题目3609    3 * 8 - 4 + 3 = 
3610.四则运算题目3610    9 - 1 * 7 / 1 = 
3611.四则运算题目3611    4 + 0 - 0 / 4 = 
3612.四则运算题目3612    9 * 0 + 2 / 9 = 
3613.四则运算题目3613    5 - 1 / 1 / 5 = 
3614.四则运算题目3614    1 / 2 + 4 - 4 = 
3615.四则运算题目3615    6 + 2 * 7 - 7 = 
3616.四则运算题目3616    8 / 3 + 6 - 6 = 
3617.四则运算题目3617    4 * 9 + 3 / 1 = 
3618.四则运算题目3618    8 + 8 * 2 / 2 = 
3619.四则运算题目3619    8 + 1 / 7 * 1 = 
3620.四则运算题目3620    1 + 3 / 8 = 
3621.四则运算题目3621    1 * 9 + 2 - 1 = 
3622.四则运算题目3622    2 + 9 - 1 / 1 = 
3623.四则运算题目3623    0 / 5 * 1 + 5 = 
3624.四则运算题目3624    7 * 2 + 1 - 7 = 
3625.四则运算题目3625    8 + 7 - 8 + 8 = 
3626.四则运算题目3626    8 - 5 / 5 = 
3627.四则运算题目3627    3 / 2 + 1 - 2 = 
3628.四则运算题目3628    2 + 2 + 2 + 9 = 
3629.四则运算题目3629    7 + 6 * 1 / 6 = 
3630.四则运算题目3630    7 / 7 / 7 / 3 = 
3631.四则运算题目3631    2 / 2 / 3 + 7 = 
3632.四则运算题目3632    5 / 3 - 5 / 3 = 
3633.四则运算题目3633    9 * 9 / 9 * 9 = 
3634.四则运算题目3634    7 / 7 / 7 / 8 = 
3635.四则运算题目3635    0 / 7 + 8 = 
3636.四则运算题目3636    4 / 3 * 4 = 
3637.四则运算题目3637    8 / 2 + 9 * 9 = 
3638.四则运算题目3638    7 + 4 - 4 - 2 = 
3639.四则运算题目3639    1 / 8 + 0 = 
3640.四则运算题目3640    3 + 3 + 5 * 1 = 
3641.四则运算题目3641    8 * 8 * 8 / 8 = 
3642.四则运算题目3642    9 - 8 / 4 * 0 = 
3643.四则运算题目3643    9 + 9 + 3 / 9 = 
3644.四则运算题目3644    4 * 4 / 4 = 
3645.四则运算题目3645    6 + 6 + 5 * 3 = 
3646.四则运算题目3646    7 - 1 / 1 + 9 = 
3647.四则运算题目3647    4 * 3 + 5 - 4 = 
3648.四则运算题目3648    7 / 8 * 8 = 
3649.四则运算题目3649    1 + 4 * 4 = 
3650.四则运算题目3650    3 / 2 * 4 = 
3651.四则运算题目3651    9 + 8 / 9 = 
3652.四则运算题目3652    3 / 3 + 5 - 5 = 
3653.四则运算题目3653    8 * 6 + 6 + 6 = 
3654.四则运算题目3654    7 + 7 + 7 + 2 = 
3655.四则运算题目3655    7 / 7 / 2 * 7 = 
3656.四则运算题目3656    4 / 2 + 7 = 
3657.四则运算题目3657    2 + 9 - 1 * 2 = 
3658.四则运算题目3658    5 * 6 / 2 = 
3659.四则运算题目3659    5 * 4 / 5 = 
3660.四则运算题目3660    7 / 7 / 6 + 8 = 
3661.四则运算题目3661    5 * 5 * 9 + 0 = 
3662.四则运算题目3662    6 * 7 / 7 / 7 = 
3663.四则运算题目3663    5 / 5 / 1 + 5 = 
3664.四则运算题目3664    7 + 6 * 4 / 6 = 
3665.四则运算题目3665    9 + 9 * 9 - 9 = 
3666.四则运算题目3666    3 - 7 / 4 = 
3667.四则运算题目3667    9 + 8 * 7 = 
3668.四则运算题目3668    4 + 7 / 4 * 4 = 
3669.四则运算题目3669    5 + 9 / 5 + 9 = 
3670.四则运算题目3670    6 * 9 - 6 * 6 = 
3671.四则运算题目3671    5 / 9 * 9 * 6 = 
3672.四则运算题目3672    6 - 2 + 3 / 2 = 
3673.四则运算题目3673    3 / 6 * 2 + 8 = 
3674.四则运算题目3674    8 * 3 - 3 = 
3675.四则运算题目3675    5 + 3 * 5 + 5 = 
3676.四则运算题目3676    2 - 0 * 2 / 2 = 
3677.四则运算题目3677    7 * 6 + 7 - 7 = 
3678.四则运算题目3678    9 + 4 * 8 = 
3679.四则运算题目3679    8 / 5 * 5 * 8 = 
3680.四则运算题目3680    8 * 7 - 7 - 8 = 
3681.四则运算题目3681    4 + 9 / 6 = 
3682.四则运算题目3682    9 * 6 / 8 + 2 = 
3683.四则运算题目3683    4 + 2 - 2 - 4 = 
3684.四则运算题目3684    5 + 7 / 5 = 
3685.四则运算题目3685    3 * 8 + 1 / 8 = 
3686.四则运算题目3686    5 * 2 / 5 = 
3687.四则运算题目3687    9 + 3 / 7 - 0 = 
3688.四则运算题目3688    4 + 2 - 4 + 4 = 
3689.四则运算题目3689    1 / 2 + 1 / 3 = 
3690.四则运算题目3690    3 / 3 / 6 * 2 = 
3691.四则运算题目3691    9 * 9 * 9 * 9 = 
3692.四则运算题目3692    4 + 3 / 3 * 4 = 
3693.四则运算题目3693    2 / 6 + 1 - 1 = 
3694.四则运算题目3694    1 / 1 / 1 / 8 = 
3695.四则运算题目3695    9 + 4 * 7 / 9 = 
3696.四则运算题目3696    8 + 2 - 8 + 8 = 
3697.四则运算题目3697    4 * 4 * 5 - 9 = 
3698.四则运算题目3698    3 * 9 / 9 = 
3699.四则运算题目3699    6 / 6 * 6 = 
3700.四则运算题目3700    2 + 9 - 3 * 2 = 
3701.四则运算题目3701    5 + 5 + 5 + 8 = 
3702.四则运算题目3702    9 / 2 - 9 / 9 = 
3703.四则运算题目3703    8 * 3 / 8 = 
3704.四则运算题目3704    7 * 8 / 8 / 7 = 
3705.四则运算题目3705    5 + 5 + 1 / 2 = 
3706.四则运算题目3706    8 + 0 - 0 - 1 = 
3707.四则运算题目3707    1 - 3 / 3 / 8 = 
3708.四则运算题目3708    8 + 8 + 8 + 3 = 
3709.四则运算题目3709    6 / 8 * 7 = 
3710.四则运算题目3710    2 + 1 - 2 + 5 = 
3711.四则运算题目3711    5 * 5 - 3 = 
3712.四则运算题目3712    4 + 4 + 6 * 4 = 
3713.四则运算题目3713    3 / 9 + 5 * 5 = 
3714.四则运算题目3714    3 * 6 - 1 = 
3715.四则运算题目3715    6 / 2 + 4 * 2 = 
3716.四则运算题目3716    8 - 2 / 8 = 
3717.四则运算题目3717    9 - 5 + 5 + 5 = 
3718.四则运算题目3718    2 + 7 - 2 / 2 = 
3719.四则运算题目3719    8 + 2 / 8 + 0 = 
3720.四则运算题目3720    4 * 6 - 3 + 3 = 
3721.四则运算题目3721    6 * 7 - 1 + 6 = 
3722.四则运算题目3722    5 - 8 / 2 = 
3723.四则运算题目3723    8 * 6 + 0 = 
3724.四则运算题目3724    4 * 3 / 3 / 1 = 
3725.四则运算题目3725    8 / 8 * 8 / 8 = 
3726.四则运算题目3726    4 + 4 + 0 / 8 = 
3727.四则运算题目3727    8 * 6 + 8 * 2 = 
3728.四则运算题目3728    0 + 5 / 9 = 
3729.四则运算题目3729    7 * 5 + 7 * 7 = 
3730.四则运算题目3730    7 * 6 + 8 = 
3731.四则运算题目3731    9 - 8 + 8 + 0 = 
3732.四则运算题目3732    0 + 8 * 6 / 7 = 
3733.四则运算题目3733    6 + 7 / 3 = 
3734.四则运算题目3734    5 * 3 + 3 + 4 = 
3735.四则运算题目3735    9 + 9 + 8 * 9 = 
3736.四则运算题目3736    6 * 5 / 5 = 
3737.四则运算题目3737    5 - 1 / 2 = 
3738.四则运算题目3738    9 * 7 + 9 * 1 = 
3739.四则运算题目3739    8 - 6 / 7 * 6 = 
3740.四则运算题目3740    2 + 7 / 2 - 2 = 
3741.四则运算题目3741    6 / 6 - 0 * 2 = 
3742.四则运算题目3742    8 * 8 * 2 = 
3743.四则运算题目3743    0 / 7 + 6 * 7 = 
3744.四则运算题目3744    3 + 1 / 8 = 
3745.四则运算题目3745    6 - 7 / 7 / 5 = 
3746.四则运算题目3746    6 * 8 + 7 = 
3747.四则运算题目3747    6 + 5 / 3 - 1 = 
3748.四则运算题目3748    7 + 8 * 3 - 3 = 
3749.四则运算题目3749    7 + 7 + 3 - 8 = 
3750.四则运算题目3750    5 / 2 - 0 * 2 = 
3751.四则运算题目3751    5 + 2 / 8 * 5 = 
3752.四则运算题目3752    5 * 8 / 1 = 
3753.四则运算题目3753    6 + 6 + 3 - 6 = 
3754.四则运算题目3754    7 * 7 * 8 - 8 = 
3755.四则运算题目3755    7 + 3 / 9 = 
3756.四则运算题目3756    9 * 9 / 4 = 
3757.四则运算题目3757    2 + 5 * 2 + 5 = 
3758.四则运算题目3758    8 / 1 - 3 + 3 = 
3759.四则运算题目3759    7 + 5 * 3 = 
3760.四则运算题目3760    3 / 8 + 3 / 3 = 
3761.四则运算题目3761    4 * 4 * 3 - 4 = 
3762.四则运算题目3762    4 - 3 / 3 / 4 = 
3763.四则运算题目3763    2 * 7 - 2 * 2 = 
3764.四则运算题目3764    6 - 1 + 6 - 1 = 
3765.四则运算题目3765    1 * 4 / 6 + 6 = 
3766.四则运算题目3766    5 * 8 - 0 + 8 = 
3767.四则运算题目3767    8 - 7 / 5 = 
3768.四则运算题目3768    4 / 7 + 7 + 3 = 
3769.四则运算题目3769    4 / 6 + 4 / 4 = 
3770.四则运算题目3770    5 + 8 / 4 = 
3771.四则运算题目3771    3 / 3 / 4 + 3 = 
3772.四则运算题目3772    8 / 2 * 7 = 
3773.四则运算题目3773    9 + 1 * 2 - 1 = 
3774.四则运算题目3774    1 - 0 * 5 + 5 = 
3775.四则运算题目3775    3 - 2 / 5 + 5 = 
3776.四则运算题目3776    9 + 9 + 9 / 8 = 
3777.四则运算题目3777    6 + 5 * 8 = 
3778.四则运算题目3778    8 - 7 + 7 + 7 = 
3779.四则运算题目3779    0 * 4 / 4 / 4 = 
3780.四则运算题目3780    6 / 3 + 3 + 4 = 
3781.四则运算题目3781    2 + 7 / 5 = 
3782.四则运算题目3782    5 + 3 / 3 - 3 = 
3783.四则运算题目3783    0 - 5 / 3 * 0 = 
3784.四则运算题目3784    6 / 3 + 8 - 6 = 
3785.四则运算题目3785    5 * 3 + 2 = 
3786.四则运算题目3786    9 * 6 / 5 = 
3787.四则运算题目3787    1 + 1 + 9 - 6 = 
3788.四则运算题目3788    9 * 3 - 2 / 9 = 
3789.四则运算题目3789    0 + 6 / 6 = 
3790.四则运算题目3790    4 * 5 - 3 / 8 = 
3791.四则运算题目3791    8 + 8 + 1 - 0 = 
3792.四则运算题目3792    4 + 8 / 8 / 8 = 
3793.四则运算题目3793    6 + 6 + 6 * 6 = 
3794.四则运算题目3794    0 * 0 * 5 / 5 = 
3795.四则运算题目3795    7 / 7 * 4 = 
3796.四则运算题目3796    4 * 4 * 5 + 2 = 
3797.四则运算题目3797    0 + 8 - 5 / 3 = 
3798.四则运算题目3798    7 + 7 + 8 * 7 = 
3799.四则运算题目3799    1 / 6 + 7 * 6 = 
3800.四则运算题目3800    9 + 1 * 1 * 8 = 
3801.四则运算题目3801    9 - 9 / 8 * 8 = 
3802.四则运算题目3802    8 + 5 * 8 + 5 = 
3803.四则运算题目3803    4 * 4 * 5 - 4 = 
3804.四则运算题目3804    8 / 8 / 8 / 7 = 
3805.四则运算题目3805    7 - 0 / 7 - 0 = 
3806.四则运算题目3806    5 + 2 - 2 - 0 = 
3807.四则运算题目3807    7 + 6 - 7 + 7 = 
3808.四则运算题目3808    9 + 5 * 4 - 4 = 
3809.四则运算题目3809    3 + 7 - 3 + 4 = 
3810.四则运算题目3810    3 + 5 * 3 + 9 = 
3811.四则运算题目3811    4 - 1 + 1 + 1 = 
3812.四则运算题目3812    6 * 3 + 3 + 9 = 
3813.四则运算题目3813    1 / 6 + 1 = 
3814.四则运算题目3814    4 + 2 - 4 + 2 = 
3815.四则运算题目3815    9 + 9 - 9 + 9 = 
3816.四则运算题目3816    2 + 7 * 2 + 7 = 
3817.四则运算题目3817    4 * 5 - 4 = 
3818.四则运算题目3818    0 + 7 - 0 + 4 = 
3819.四则运算题目3819    9 * 6 + 3 / 4 = 
3820.四则运算题目3820    6 * 5 - 8 = 
3821.四则运算题目3821    5 - 2 + 3 * 5 = 
3822.四则运算题目3822    5 * 4 - 4 - 8 = 
3823.四则运算题目3823    8 - 7 + 8 - 7 = 
3824.四则运算题目3824    7 + 9 / 9 / 7 = 
3825.四则运算题目3825    7 * 3 + 3 + 8 = 
3826.四则运算题目3826    8 * 7 + 8 * 6 = 
3827.四则运算题目3827    1 / 6 + 8 = 
3828.四则运算题目3828    7 - 2 + 8 / 7 = 
3829.四则运算题目3829    3 + 3 + 7 - 7 = 
3830.四则运算题目3830    8 + 2 - 8 + 2 = 
3831.四则运算题目3831    4 - 9 / 4 = 
3832.四则运算题目3832    7 + 0 / 9 * 0 = 
3833.四则运算题目3833    6 * 5 - 9 + 9 = 
3834.四则运算题目3834    7 - 5 / 7 = 
3835.四则运算题目3835    2 * 5 + 5 + 2 = 
3836.四则运算题目3836    0 / 6 - 0 / 6 = 
3837.四则运算题目3837    9 + 9 * 9 + 8 = 
3838.四则运算题目3838    4 + 6 - 6 - 4 = 
3839.四则运算题目3839    3 * 7 - 8 = 
3840.四则运算题目3840    4 - 2 / 4 - 2 = 
3841.四则运算题目3841    9 / 7 + 4 * 8 = 
3842.四则运算题目3842    5 * 3 + 8 - 2 = 
3843.四则运算题目3843    9 / 9 / 5 = 
3844.四则运算题目3844    4 - 8 / 5 + 4 = 
3845.四则运算题目3845    1 * 2 / 1 * 8 = 
3846.四则运算题目3846    1 / 3 * 4 + 4 = 
3847.四则运算题目3847    2 - 0 / 5 + 5 = 
3848.四则运算题目3848    1 * 1 * 7 + 0 = 
3849.四则运算题目3849    2 - 4 / 6 + 2 = 
3850.四则运算题目3850    7 + 7 + 1 / 7 = 
3851.四则运算题目3851    3 / 7 * 4 = 
3852.四则运算题目3852    1 + 5 * 5 = 
3853.四则运算题目3853    1 + 1 / 8 = 
3854.四则运算题目3854    6 + 6 + 7 * 7 = 
3855.四则运算题目3855    7 * 7 * 5 = 
3856.四则运算题目3856    6 / 2 - 2 = 
3857.四则运算题目3857    9 / 8 * 1 + 7 = 
3858.四则运算题目3858    7 * 6 / 4 = 
3859.四则运算题目3859    5 + 1 - 5 + 3 = 
3860.四则运算题目3860    5 * 7 + 7 + 6 = 
3861.四则运算题目3861    3 + 8 - 3 + 9 = 
3862.四则运算题目3862    8 / 3 - 8 / 3 = 
3863.四则运算题目3863    6 / 6 / 7 * 6 = 
3864.四则运算题目3864    3 * 9 / 9 / 9 = 
3865.四则运算题目3865    5 + 3 / 7 * 3 = 
3866.四则运算题目3866    8 + 5 / 7 - 8 = 
3867.四则运算题目3867    8 + 7 / 4 = 
3868.四则运算题目3868    7 - 3 + 3 / 5 = 
3869.四则运算题目3869    8 * 8 + 8 * 8 = 
3870.四则运算题目3870    8 - 0 / 8 = 
3871.四则运算题目3871    2 * 1 / 6 = 
3872.四则运算题目3872    2 + 7 - 2 + 7 = 
3873.四则运算题目3873    3 + 3 + 3 + 1 = 
3874.四则运算题目3874    9 * 9 - 9 - 1 = 
3875.四则运算题目3875    5 + 5 + 3 * 9 = 
3876.四则运算题目3876    3 * 8 / 8 / 8 = 
3877.四则运算题目3877    8 * 9 + 9 + 8 = 
3878.四则运算题目3878    7 / 5 - 1 + 2 = 
3879.四则运算题目3879    9 * 8 - 9 * 6 = 
3880.四则运算题目3880    6 * 6 * 6 + 6 = 
3881.四则运算题目3881    6 / 2 - 0 + 0 = 
3882.四则运算题目3882    4 / 1 * 8 + 8 = 
3883.四则运算题目3883    4 + 8 * 0 / 8 = 
3884.四则运算题目3884    2 / 8 + 2 = 
3885.四则运算题目3885    3 / 6 * 4 = 
3886.四则运算题目3886    0 / 6 + 3 * 6 = 
3887.四则运算题目3887    0 + 7 - 1 / 1 = 
3888.四则运算题目3888    5 - 3 + 1 / 3 = 
3889.四则运算题目3889    3 * 8 - 4 + 4 = 
3890.四则运算题目3890    3 + 3 + 4 / 3 = 
3891.四则运算题目3891    5 + 9 * 5 + 1 = 
3892.四则运算题目3892    6 / 4 * 4 = 
3893.四则运算题目3893    6 - 1 + 1 + 2 = 
3894.四则运算题目3894    7 * 6 / 7 = 
3895.四则运算题目3895    6 * 4 + 6 * 4 = 
3896.四则运算题目3896    7 + 7 + 6 - 9 = 
3897.四则运算题目3897    0 + 5 / 3 = 
3898.四则运算题目3898    1 / 9 * 2 = 
3899.四则运算题目3899    2 + 2 + 3 * 3 = 
3900.四则运算题目3900    5 + 3 / 2 = 
3901.四则运算题目3901    2 * 4 / 4 / 4 = 
3902.四则运算题目3902    3 * 3 - 8 / 2 = 
3903.四则运算题目3903    8 / 1 + 1 + 1 = 
3904.四则运算题目3904    9 - 1 / 3 + 3 = 
3905.四则运算题目3905    1 / 2 - 1 / 7 = 
3906.四则运算题目3906    8 / 3 + 1 - 1 = 
3907.四则运算题目3907    8 / 7 - 8 / 8 = 
3908.四则运算题目3908    2 + 3 * 3 = 
3909.四则运算题目3909    8 / 6 + 8 / 8 = 
3910.四则运算题目3910    8 / 2 - 2 - 2 = 
3911.四则运算题目3911    7 - 0 / 7 - 7 = 
3912.四则运算题目3912    4 - 3 / 3 / 3 = 
3913.四则运算题目3913    4 / 8 - 0 + 8 = 
3914.四则运算题目3914    5 + 2 - 4 / 5 = 
3915.四则运算题目3915    2 / 9 + 5 - 5 = 
3916.四则运算题目3916    3 * 3 * 5 = 
3917.四则运算题目3917    5 * 2 - 4 + 5 = 
3918.四则运算题目3918    2 / 3 * 3 = 
3919.四则运算题目3919    8 + 6 - 6 - 6 = 
3920.四则运算题目3920    3 * 3 * 2 / 3 = 
3921.四则运算题目3921    7 * 7 * 4 / 7 = 
3922.四则运算题目3922    5 - 3 + 3 + 3 = 
3923.四则运算题目3923    3 * 9 - 9 - 1 = 
3924.四则运算题目3924    3 / 9 + 9 + 3 = 
3925.四则运算题目3925    2 / 5 + 9 * 0 = 
3926.四则运算题目3926    9 / 3 + 3 + 9 = 
3927.四则运算题目3927    9 + 2 / 8 * 8 = 
3928.四则运算题目3928    8 + 8 + 6 - 1 = 
3929.四则运算题目3929    1 * 7 + 7 + 3 = 
3930.四则运算题目3930    5 - 6 * 6 / 9 = 
3931.四则运算题目3931    4 * 9 / 3 = 
3932.四则运算题目3932    9 / 8 + 4 = 
3933.四则运算题目3933    9 - 1 + 1 + 7 = 
3934.四则运算题目3934    3 * 8 / 9 + 9 = 
3935.四则运算题目3935    4 + 8 - 4 + 4 = 
